,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold,Show,Public Average Rating (IMDb),Number Public Votes (IMDb),IMBd title (check for validity),First Air Date,Metascore Pro Rating,Number of Professional Reviewers,Metascore Name (check for validity)
325,670454678,False,finalized,3,2/10/2015 2:14,"Cleveland, Oh",1.0,14-Aug-66,1.0,Multiracial,1.0,Na,1.0,Straight,1.0,2002,1.0,Best Actress,http://www.nndb.com/people/487/000023418/,,,Monster's Ball,Halle Berry,,,,,Monster's Ball,7.0,86K,Monster's Ball,2001,None,None,Couldnt pull name
326,670454679,False,finalized,3,2/10/2015 1:55,"Honolulu, Hi",1.0,20-Jun-67,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,2003,1.0,Best Actress,http://www.nndb.com/people/917/000022851/,,,The Hours,Nicole Kidman,,,,,The Hours,7.5,128K,The Hours,2002,80,40,The Hours
327,670454680,False,finalized,3,2/10/2015 2:01,"Benoni, South Africa",1.0,7-Aug-75,1.0,White,1.0,Na,1.0,Straight,1.0,2004,1.0,Best Actress,http://www.nndb.com/people/146/000026068/,,,Monster,Charlize Theron,,,,,Monster,5.3,47K,Monster Hunter,2020,74,40,Monster
328,670454681,True,golden,85,,"Lincoln, Ne",1.0,30-Jul-74,1.0,White,1.0,Na,1.0,Straight,1.0,2005,1.0,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,Na,,2005.0,Million Dollar Baby,8.1,658K,Million Dollar Baby,2004,86,39,Million Dollar Baby
329,670454682,False,finalized,3,2/10/2015 1:56,"New Orleans, La",1.0,22-Mar-76,1.0,White,1.0,Na,1.0,Straight,1.0,2006,1.0,Best Actress,http://www.nndb.com/people/813/000022747/,,,Walk the Line,Reese Witherspoon,,,,,Walk the Line,7.8,242K,Walk the Line,2005,72,39,Walk the Line
330,670454683,False,finalized,3,2/10/2015 4:02,"Chiswick, London, England",1.0,26-Jul-45,1.0,White,1.0,Na,1.0,Straight,1.0,2007,1.0,Best Actress,http://www.nndb.com/people/907/000044775/,,,The Queen,Helen Mirren,,,,,The Queen,8.6,352K,The Queen's Gambit,2020,91,37,The Queen
331,670454684,False,finalized,3,2/10/2015 2:02,"Paris, France",1.0,30-Sep-75,1.0,White,1.0,Na,1.0,Straight,1.0,2008,1.0,Best Actress,http://www.nndb.com/people/723/000136315/,,,The Passionate Life of Edith Piaf,Marion Cotillard,,,,,The Passionate Life of Edith Piaf,7.3,2.4K,The Passionate Friends,1949,None,None,Couldnt pull name
332,670454685,False,finalized,3,2/10/2015 2:02,"Reading, England",1.0,5-Oct-75,1.0,White,1.0,Na,1.0,Straight,1.0,2009,1.0,Best Actress,http://www.nndb.com/people/582/000023513/,,,The Reader,Kate Winslet,,,,,The Reader,7.6,236K,The Reader,2008,58,38,The Reader
333,670454686,False,finalized,3,2/10/2015 2:04,"Arlington, Va",1.0,26-Jul-64,1.0,White,1.0,Na,1.0,Straight,1.0,2010,1.0,Best Actress,http://www.nndb.com/people/601/000023532/,,,The Blind Side,Sandra Bullock,,,,,The Blind Side,7.6,308K,The Blind Side,2009,53,29,The Blind Side
334,670454687,False,finalized,3,2/10/2015 2:03,"Jerusalem, Israel",1.0,9-Jun-81,1.0,White,1.0,Jewish,1.0,Straight,1.0,2011,1.0,Best Actress,http://www.nndb.com/people/040/000022971/,,,Black Swan,Natalie Portman,,,,,Black Swan,8.0,724K,Black Swan,2010,79,42,Black Swan
335,670454688,False,finalized,3,2/10/2015 1:58,"Summit, Nj",1.0,22-Jun-49,1.0,White,1.0,Na,1.0,Straight,1.0,2012,1.0,Best Actress,http://www.nndb.com/people/001/000024926/,,,The Iron Lady,Meryl Streep,,,,,The Iron Lady,6.4,106K,The Iron Lady,2011,52,41,The Iron Lady
336,670454689,False,finalized,3,2/10/2015 2:15,"Louisville, Ky",1.0,15-Aug-90,1.0,White,1.0,Na,1.0,Na,1.0,2013,0.6667,Best Actress,http://www.nndb.com/people/597/000272778/,,,Silver Linings Playbook,Jennifer Lawrence,,,,,Silver Linings Playbook,7.7,681K,Silver Linings Playbook,2012,81,45,Silver Linings Playbook
337,670454690,False,finalized,3,2/10/2015 2:13,"Melbourne, Victoria, Australia",1.0,14-May-69,1.0,White,1.0,Na,1.0,Straight,1.0,2014,1.0,Best Actress,http://www.nndb.com/people/222/000026144/,,,Blue Jasmine,Cate Blanchett,,,,,Blue Jasmine,7.3,197K,Blue Jasmine,2013,78,47,Blue Jasmine
338,670454691,False,finalized,3,2/10/2015 4:08,"Litchfield, Mn",1.0,15-Feb-1899,1.0,White,1.0,Na,1.0,Straight,1.0,1937,1.0,Best Supporting Actress,http://www.nndb.com/people/062/000063870/,,,Anthony Adverse,Gale Sondergaard,,,,,Anthony Adverse,6.4,1.7K,Anthony Adverse,1936,None,None,Couldnt pull name
339,670454692,False,finalized,3,2/10/2015 1:57,New York City,1.0,2-Nov-1892,1.0,White,1.0,Na,1.0,Straight,1.0,1938,1.0,Best Supporting Actress,http://www.nndb.com/people/079/000063887/,,,In Old Chicago,Alice Brady,,,,,In Old Chicago,6.8,2.3K,In Old Chicago,1938,None,None,Couldnt pull name
340,670454693,False,finalized,3,2/10/2015 2:03,"Los Angeles, Ca",1.0,7-Dec-1891,1.0,White,1.0,Na,1.0,Straight,1.0,1939,1.0,Best Supporting Actress,http://www.nndb.com/people/074/000063882/,,,Jezebel,Fay Bainter,,,,,Jezebel,7.5,13K,Jezebel,1938,80,8,Jezebel
341,670454694,False,finalized,3,2/10/2015 3:53,"Wichita, Ks",1.0,10-Jun-1893,1.0,Black,1.0,Christian,1.0,Matter of Dispute,1.0,1940,1.0,Best Supporting Actress,http://www.nndb.com/people/077/000063885/,,,Gone with the Wind,Hattie McDaniel,,,,,Gone with the Wind,8.1,302K,Gone with the Wind,1939,97,18,Gone with the Wind
342,670454695,False,finalized,3,2/10/2015 1:59,"Palmyra, Mo",1.0,15-Oct-1879,1.0,White,1.0,Na,1.0,Straight,1.0,1941,1.0,Best Supporting Actress,http://www.nndb.com/people/078/000063886/,,,The Grapes of Wrath,Jane Darwell,,,,,The Grapes of Wrath,8.1,90K,The Grapes of Wrath,1940,96,16,The Grapes of Wrath
343,670454696,True,golden,91,,"Quincy, Il",1.0,3-May-06,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1942,1.0,Best Supporting Actress,http://www.nndb.com/people/690/000042564/,"Quincy, Il",,The Great Lie,Mary Astor,,Roman Catholic,,1942.0,The Great Lie,7.2,3.7K,The Great Lie,1941,None,None,Couldnt pull name
344,670454697,False,finalized,3,2/10/2015 2:16,New York City,1.0,27-Oct-18,1.0,White,1.0,Na,1.0,Straight,0.6667,1943,1.0,Best Supporting Actress,http://www.nndb.com/people/580/000045445/,,,Mrs. Miniver,Teresa Wright,,,,,Mrs. Miniver,7.6,17K,Mrs. Miniver,1942,None,None,Couldnt pull name
345,670454698,False,finalized,3,2/10/2015 2:10,"Athens, Greece",1.0,17-Dec-00,1.0,White,1.0,Na,1.0,Straight,1.0,1944,1.0,Best Supporting Actress,http://www.nndb.com/people/080/000063888/,,,For Whom the Bell Tolls,Katina Paxinou,,,,,For Whom the Bell Tolls,6.9,8.9K,For Whom the Bell Tolls,1943,68,10,For Whom the Bell Tolls
346,670454699,False,finalized,3,2/10/2015 1:43,"Philadelphia, Pa",1.0,15-Aug-1879,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1945,1.0,Best Supporting Actress,http://www.nndb.com/people/743/000043614/,,,None but the Lonely Heart,Ethel Barrymore,,,,,None but the Lonely Heart,6.5,2.4K,None But the Lonely Heart,1944,None,None,Couldnt pull name
347,670454700,True,golden,76,,New York City,1.0,25-Jun-03,1.0,White,1.0,Na,1.0,Straight,1.0,1946,1.0,Best Supporting Actress,http://www.nndb.com/people/081/000063889/,New York City,,National Velvet,Anne Revere,,,Straight,,National Velvet,7.3,6.8K,National Velvet,1944,None,None,Couldnt pull name
348,670454701,False,finalized,3,2/10/2015 4:21,"Michigan City, In",1.0,7-May-23,1.0,White,1.0,Na,1.0,Straight,1.0,1947,1.0,Best Supporting Actress,http://www.nndb.com/people/458/000026380/,,,The Razor's Edge,Anne Baxter,,,,,The Razor's Edge,6.6,5.3K,The Razor's Edge,1984,None,None,Couldnt pull name
349,670454702,False,finalized,3,2/10/2015 2:41,New York City,1.0,29-Apr-17,1.0,White,1.0,Na,0.6897,Straight,1.0,1948,1.0,Best Supporting Actress,http://www.nndb.com/people/084/000063892/,,,Gentleman's Agreement,Celeste Holm,,,,,Gentleman's Agreement,7.2,16K,Gentleman's Agreement,1947,None,None,Couldnt pull name
350,670454703,False,finalized,3,2/10/2015 4:02,New York City,1.0,8-Mar-10,1.0,White,1.0,Na,1.0,Straight,1.0,1949,1.0,Best Supporting Actress,http://www.nndb.com/people/085/000063893/,,,Key Largo,Claire Trevor,,,,,Key Largo,7.8,39K,Key Largo,1948,None,None,Couldnt pull name
351,670454704,False,finalized,3,2/10/2015 4:08,"Joliet, Il",1.0,17-Mar-16,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1950,1.0,Best Supporting Actress,http://www.nndb.com/people/086/000063894/,,,All the King's Men,Mercedes McCambridge,,,,,All the King's Men,6.2,24K,All the King's Men,2006,None,None,Couldnt pull name
352,670454705,False,finalized,3,2/10/2015 4:08,"Newtonville, Ma",1.0,3-Jan-1886,1.0,White,1.0,Na,1.0,Straight,1.0,1951,1.0,Best Supporting Actress,http://www.nndb.com/people/087/000063895/,,,Harvey,Josephine Hull,,,,,Harvey,Not in IMDb,Not in IMDb," Harvey Guillén
",Not Found,None,None,Couldnt pull name
353,670454706,False,finalized,3,2/10/2015 2:05,"Detroit, Mi",1.0,12-Nov-22,1.0,White,1.0,Na,0.6897,Straight,1.0,1952,1.0,Best Supporting Actress,http://www.nndb.com/people/501/000051348/,,,A Streetcar Named Desire,Kim Hunter,,,,,A Streetcar Named Desire,8.0,104K,A Streetcar Named Desire,1951,97,20,A Streetcar Named Desire
354,670454707,False,finalized,3,2/10/2015 2:12,"Los Angeles, Ca",1.0,28-Nov-23,1.0,White,1.0,Na,1.0,Straight,1.0,1953,1.0,Best Supporting Actress,http://www.nndb.com/people/088/000063896/,,,The Bad and the Beautiful,Gloria Grahame,,,,,The Bad and the Beautiful,7.8,14K,The Bad and the Beautiful,1952,None,None,Couldnt pull name
355,670454708,False,finalized,3,2/10/2015 2:10,"Denison, Ia",1.0,27-Jan-21,1.0,White,1.0,Na,1.0,Straight,1.0,1954,1.0,Best Supporting Actress,http://www.nndb.com/people/702/000031609/,,,From Here to Eternity,Donna Reed,,,,,From Here to Eternity,7.6,45K,From Here to Eternity,1953,85,21,From Here to Eternity
356,670454709,False,finalized,3,2/10/2015 4:21,"Newark, Nj",1.0,4-Jul-24,1.0,White,1.0,Na,1.0,Straight,1.0,1955,1.0,Best Supporting Actress,http://www.nndb.com/people/980/000022914/,,,On the Waterfront,Eva Marie Saint,,,,,On the Waterfront,8.1,149K,On the Waterfront,1954,91,15,On the Waterfront
357,670454710,False,finalized,3,2/10/2015 4:02,"Oakland, Ca",1.0,30-Dec-14,1.0,White,1.0,Na,1.0,Straight,1.0,1956,1.0,Best Supporting Actress,http://www.nndb.com/people/089/000063897/,,,East of Eden,Jo Van Fleet,,,,,East of Eden,7.9,44K,East of Eden,1955,72,10,East of Eden
358,670454711,False,finalized,3,2/10/2015 1:55,"Chicago, Il",1.0,30-Jan-25,1.0,White,1.0,Na,1.0,Straight,1.0,1957,1.0,Best Supporting Actress,http://www.nndb.com/people/090/000063898/,,,Written on the Wind,Dorothy Malone,,,,,Written on the Wind,7.4,11K,Written on the Wind,1956,86,15,Written on the Wind
359,670454712,False,finalized,3,2/10/2015 1:52,"Otaro, Hokkaido, Japan",1.0,3-Apr-29,1.0,Asian,1.0,Na,1.0,Straight,1.0,1958,1.0,Best Supporting Actress,http://www.nndb.com/people/091/000063899/,,,Sayonara,Miyoshi Umeki,,,,,Sayonara,7.5,5.4K,Maquia: When the Promised Flower Blooms,2018,None,None,Couldnt pull name
360,670454713,False,finalized,3,2/10/2015 3:56,"Bramhall, Cheshire, England",1.0,15-Aug-12,1.0,White,1.0,Na,1.0,Straight,1.0,1959,1.0,Best Supporting Actress,http://www.nndb.com/people/056/000063864/,,,Separate Tables,Wendy Hiller,,,,,Separate Tables,7.4,7.3K,Separate Tables,1958,68,7,Separate Tables
361,670454714,False,finalized,3,2/10/2015 2:15,"St. Louis, Mo",1.0,18-Aug-20,1.0,White,1.0,Jewish,1.0,Straight,1.0,1960,1.0,Best Supporting Actress,http://www.nndb.com/people/859/000022793/,,,The Diary of Anne Frank,Shelley Winters,,,,,The Diary of Anne Frank,7.4,12K,The Diary of Anne Frank,1959,59,10,The Diary of Anne Frank
362,670454715,False,finalized,3,2/10/2015 3:57,"Charleroi, Pa",1.0,31-Mar-34,1.0,White,1.0,Methodist,1.0,Straight,1.0,1961,1.0,Best Supporting Actress,http://www.nndb.com/people/795/000023726/,,,Elmer Gantry,Shirley Jones,,,,,Elmer Gantry,7.8,11K,Elmer Gantry,1960,None,None,Couldnt pull name
363,670454716,False,finalized,3,2/10/2015 1:59,"Humacao, Puerto Rico",1.0,11-Dec-31,1.0,Hispanic,1.0,Na,1.0,Straight,1.0,1962,1.0,Best Supporting Actress,http://www.nndb.com/people/463/000023394/,,,West Side Story,Rita Moreno,,,,,West Side Story,Not in IMDb,Not in IMDb,West Side Story,2021,86,17,West Side Story
364,670454717,False,finalized,3,2/10/2015 2:02,"Elmhurst, Ny",1.0,14-Dec-46,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1963,1.0,Best Supporting Actress,http://www.nndb.com/people/775/000022709/,,,The Miracle Worker,Patty Duke,,,,,The Miracle Worker,7.2,1.6K,The Miracle Worker,TV-PG,83,7,The Miracle Worker
365,670454718,False,finalized,3,2/10/2015 1:46,"London, England",1.0,11-May-1892,1.0,White,1.0,Na,1.0,Straight,1.0,1964,1.0,Best Supporting Actress,http://www.nndb.com/people/052/000063860/,,,the V.I.P.s,Margaret Rutherford,,,,,the V.I.P.s,5.2,1.3K,Inherit the Viper,2019,None,None,Couldnt pull name
366,670454719,False,finalized,3,2/10/2015 1:59,"St. Petersburg, Russia",1.0,9-Oct-18,1.0,White,1.0,Na,1.0,Straight,1.0,1965,1.0,Best Supporting Actress,http://www.nndb.com/people/049/000063857/,,,Zorba the Greek,Lila Kedrova,,,,,Zorba the Greek,7.7,22K,Zorba the Greek,1964,None,None,Couldnt pull name
367,670454720,False,finalized,3,2/10/2015 1:57,"St. Louis, Mo",1.0,18-Aug-20,1.0,White,1.0,Jewish,1.0,Straight,1.0,1966,1.0,Best Supporting Actress,http://www.nndb.com/people/859/000022793/,,,A Patch of Blue,Shelley Winters,,,,,A Patch of Blue,8.0,8K,A Patch of Blue,1965,73,5,A Patch of Blue
368,670454721,False,finalized,3,2/10/2015 4:02,"Hastings, Ne",0.6667,27-Apr-37,1.0,White,1.0,Na,1.0,Bisexual,1.0,1967,1.0,Best Supporting Actress,http://www.nndb.com/people/961/000063772/,,,Who's Afraid of Virginia Woolf?,Sandy Dennis,,,,,Who's Afraid of Virginia Woolf?,8.0,73K,Who's Afraid of Virginia Woolf?,1966,None,None,Couldnt pull name
369,670454722,False,finalized,3,2/10/2015 3:53,"Marblehead, Ma",1.0,20-Nov-27,1.0,White,1.0,Na,1.0,Straight,1.0,1968,1.0,Best Supporting Actress,http://www.nndb.com/people/475/000032379/,,,Bonnie and Clyde,Estelle Parsons,,,,,Bonnie and Clyde,7.8,108K,Bonnie and Clyde,1967,86,20,Bonnie and Clyde
370,670454723,False,finalized,3,2/10/2015 1:47,"Quincy, Ma",1.0,30-Oct-1896,1.0,White,1.0,Na,1.0,Straight,1.0,1969,1.0,Best Supporting Actress,http://www.nndb.com/people/818/000043689/,,,Rosemary's Baby,Ruth Gordon,,,,,Rosemary's Baby,8.0,204K,Rosemary's Baby,1968,None,None,Couldnt pull name
371,670454724,False,finalized,3,2/10/2015 2:13,"Silver Spring, Md",1.0,21-Nov-45,1.0,White,1.0,Buddhist,1.0,Straight,1.0,1970,1.0,Best Supporting Actress,http://www.nndb.com/people/996/000022930/,,,Cactus Flower,Goldie Hawn,,,,,Cactus Flower,7.2,10K,Cactus Flower,1969,67,5,Cactus Flower
372,670454725,False,finalized,3,2/10/2015 1:51,"Washington, Dc",1.0,10-Oct-00,1.0,White,1.0,Na,1.0,Straight,1.0,1971,1.0,Best Supporting Actress,http://www.nndb.com/people/908/000031815/,,,Airport,Helen Hayes,,,,,Airport,6.6,18K,Airport,1970,42,5,Airport
373,670454726,False,finalized,3,2/10/2015 1:55,"Des Moines, Ia",0.6667,30-Apr-26,1.0,White,1.0,Na,1.0,Straight,1.0,1972,1.0,Best Supporting Actress,http://www.nndb.com/people/177/000023108/,,,The Last Picture Show,Cloris Leachman,,,,,The Last Picture Show,8.0,45K,The Last Picture Show,1971,93,15,The Last Picture Show
374,670454727,False,finalized,3,2/10/2015 2:04,"Columbus, Oh",1.0,29-Mar-19,0.6667,White,1.0,Na,1.0,Straight,1.0,1973,1.0,Best Supporting Actress,http://www.nndb.com/people/828/000063639/,,,Butterflies Are Free,Eileen Heckart,,,,,Butterflies Are Free,7.2,4.9K,Butterflies Are Free,1972,None,None,Couldnt pull name
375,670454728,False,finalized,3,2/10/2015 2:04,"Los Angeles, Ca",1.0,5-Nov-63,1.0,White,1.0,Na,1.0,Straight,1.0,1974,1.0,Best Supporting Actress,http://www.nndb.com/people/104/000024032/,,,Paper Moon,Tatum O'Neal,,,,,Paper Moon,8.1,45K,Paper Moon,1973,77,8,Paper Moon
376,670454729,False,finalized,3,2/10/2015 2:02,"Stockholm, Sweden",1.0,29-Aug-15,1.0,White,1.0,Na,1.0,Straight,1.0,1975,1.0,Best Supporting Actress,http://www.nndb.com/people/836/000024764/,,,Murder on the Orient Express,Ingrid Bergman,,,,,Murder on the Orient Express,6.5,224K,Murder on the Orient Express,2017,52,46,Murder on the Orient Express
377,670454730,True,golden,87,,New York City,1.0,31-Oct-27,1.0,White,0.9594,Jewish,1.0,Straight,1.0,1976,1.0,Best Supporting Actress,http://www.nndb.com/people/409/000032313/,,31-Oct-27,Shampoo,Lee Grant,,Jewish,,,Shampoo,6.4,12K,Shampoo,1975,65,11,Shampoo
378,670454731,False,finalized,3,2/10/2015 2:14,"Old Westbury, Ny",1.0,2-Aug-14,1.0,White,1.0,Na,1.0,Straight,1.0,1977,1.0,Best Supporting Actress,http://www.nndb.com/people/817/000063628/,,,Network,Beatrice Straight,,,,,Network,7.7,655K,The Social Network,2010,83,16,Network
379,670454732,False,finalized,3,2/10/2015 2:06,"London, England",1.0,30-Jan-37,1.0,White,1.0,Na,1.0,Straight,1.0,1978,1.0,Best Supporting Actress,http://www.nndb.com/people/590/000023521/,,,Julia,Vanessa Redgrave,,,,,Julia,Not in IMDb,Not in IMDb," Julia Roberts
(I)
",Not Found,62,14,Julia
380,670454733,False,finalized,3,2/10/2015 1:46,"Ilford, Essex, England",1.0,28-Dec-34,1.0,White,1.0,Na,1.0,Straight,1.0,1979,1.0,Best Supporting Actress,http://www.nndb.com/people/260/000030170/,,,California Suite,Maggie Smith,,,,,California Suite,6.2,7.1K,California Suite,1978,None,None,Couldnt pull name
381,670454734,False,finalized,3,2/10/2015 4:08,"Summit, Nj",1.0,22-Jun-49,1.0,White,1.0,Na,1.0,Straight,1.0,1980,1.0,Best Supporting Actress,http://www.nndb.com/people/001/000024926/,,,Kramer vs. Kramer,Meryl Streep,,,,,Kramer vs. Kramer,7.8,139K,Kramer vs. Kramer,1979,None,None,Couldnt pull name
382,670454735,False,finalized,3,2/10/2015 4:14,"Newport, Ar",1.0,8-Feb-53,1.0,White,1.0,Na,1.0,Straight,1.0,1981,1.0,Best Supporting Actress,http://www.nndb.com/people/271/000025196/,,,Melvin and Howard,Mary Steenburgen,,,,,Melvin and Howard,6.8,4.7K,Melvin and Howard,1980,None,None,Couldnt pull name
383,670454736,False,finalized,3,2/10/2015 2:19,"Troy, Ny",1.0,21-Jun-25,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1982,1.0,Best Supporting Actress,http://www.nndb.com/people/376/000032280/,,,Reds,Maureen Stapleton,,,,,Reds,7.3,22K,Reds,1981,76,15,Reds
384,670454737,False,finalized,3,2/10/2015 2:07,"Cloquet, Mn",1.0,20-Apr-49,1.0,White,1.0,Na,1.0,Straight,1.0,1983,1.0,Best Supporting Actress,http://www.nndb.com/people/004/000022935/,,,Tootsie,Jessica Lange,,,,,Tootsie,7.4,102K,Tootsie,1982,88,21,Tootsie
385,670454738,False,finalized,3,2/10/2015 2:05,"Morristown, Nj",1.0,2-Apr-45,1.0,White,1.0,Na,1.0,Na,0.6857,1984,1.0,Best Supporting Actress,http://www.nndb.com/people/671/000024599/,,,The Year of Living Dangerously,Linda Hunt,,,,,The Year of Living Dangerously,7.1,21K,The Year of Living Dangerously,1982,65,9,The Year of Living Dangerously
386,670454739,False,finalized,3,2/10/2015 1:49,"Croydon, Surrey, England",1.0,22-Dec-07,1.0,White,1.0,Agnostic,1.0,Straight,1.0,1985,1.0,Best Supporting Actress,http://www.nndb.com/people/816/000063627/,,,A Passage to India,Peggy Ashcroft,,,,,A Passage to India,7.3,18K,A Passage to India,1984,78,14,A Passage to India
387,670454740,False,finalized,3,2/10/2015 2:10,"Santa Monica, Ca",1.0,8-Jul-51,1.0,White,1.0,Na,1.0,Straight,1.0,1986,1.0,Best Supporting Actress,http://www.nndb.com/people/128/000025053/,,,Prizzi's Honor,Anjelica Huston,,,,,Prizzi's Honor,6.7,24K,Prizzi's Honor,1985,None,None,Couldnt pull name
388,670454741,False,finalized,3,2/10/2015 1:49,"Kansas City, Mo",1.0,28-Mar-48,1.0,White,1.0,Na,1.0,Straight,1.0,1987,1.0,Best Supporting Actress,http://www.nndb.com/people/894/000024822/,,,Hannah and Her Sisters,Dianne Wiest,,,,,Hannah and Her Sisters,7.9,69K,Hannah and Her Sisters,1986,90,12,Hannah and Her Sisters
389,670454742,False,finalized,3,2/10/2015 2:07,"Lowell, Ma",1.0,20-Jun-31,1.0,White,1.0,Na,1.0,Straight,1.0,1988,1.0,Best Supporting Actress,http://www.nndb.com/people/430/000023361/,,,Moonstruck,Olympia Dukakis,,,,,Moonstruck,7.1,55K,Moonstruck,1987,83,17,Moonstruck
390,670454743,False,finalized,3,2/10/2015 3:50,"Wareham, Ma",1.0,21-Jan-56,1.0,White,1.0,Congregationalist,1.0,Straight,1.0,1989,1.0,Best Supporting Actress,http://www.nndb.com/people/883/000022817/,,,The Accidental Tourist,Geena Davis,,,,,The Accidental Tourist,6.8,16K,The Accidental Tourist,1988,53,12,The Accidental Tourist
391,670454744,False,finalized,3,2/10/2015 4:21,"Dublin, Ireland",1.0,17-Feb-45,1.0,White,1.0,Na,1.0,Straight,1.0,1990,1.0,Best Supporting Actress,http://www.nndb.com/people/815/000063626/,,,My Left Foot,Brenda Fricker,,,,,My Left Foot,7.9,71K,My Left Foot,1989,97,17,My Left Foot
392,670454745,False,finalized,3,2/10/2015 2:05,New York City,1.0,13-Nov-55,1.0,Black,1.0,Atheist,1.0,Straight,1.0,1991,1.0,Best Supporting Actress,http://www.nndb.com/people/242/000025167/,,,Ghost,Whoopi Goldberg,,,,,Ghost,8.0,136K,Ghost in the Shell,1995,52,17,Ghost
393,670454746,False,finalized,3,2/10/2015 2:08,"Queens, Ny",1.0,28-Feb-48,1.0,Hispanic,1.0,Roman Catholic,1.0,Straight,1.0,1992,1.0,Best Supporting Actress,http://www.nndb.com/people/890/000024818/,,,The Fisher King,Mercedes Ruehl,,,,,The Fisher King,7.5,82K,The Fisher King,1991,61,9,The Fisher King
394,670454747,False,finalized,3,2/10/2015 1:46,"Brooklyn, Ny",1.0,4-Dec-64,1.0,White,1.0,Na,1.0,Straight,1.0,1993,1.0,Best Supporting Actress,http://www.nndb.com/people/985/000025910/,,,My Cousin Vinny,Marisa Tomei,,,,,My Cousin Vinny,7.6,114K,My Cousin Vinny,1992,68,23,My Cousin Vinny
395,670454748,False,finalized,3,2/10/2015 2:03,"Winnipeg, Manitoba, Canada",1.0,24-Jul-82,1.0,White,1.0,Na,1.0,Bisexual,1.0,1994,1.0,Best Supporting Actress,http://www.nndb.com/people/763/000025688/,,,The Piano,Anna Paquin,,,,,The Piano,7.6,82K,The Piano,1993,89,20,The Piano
396,670454749,False,finalized,3,2/10/2015 2:00,"Kansas City, Mo",1.0,28-Mar-48,1.0,White,1.0,Na,1.0,Straight,1.0,1995,1.0,Best Supporting Actress,http://www.nndb.com/people/894/000024822/,,,Bullets Over Broadway,Dianne Wiest,,,,,Bullets Over Broadway,7.4,38K,Bullets Over Broadway,1994,None,None,Couldnt pull name
397,670454750,False,finalized,3,2/10/2015 2:04,"Tenafly, Nj",1.0,28-Sep-67,1.0,White,1.0,Atheist,1.0,Straight,1.0,1996,1.0,Best Supporting Actress,                                                                                                                                                       kj n,,,Mighty Aphrodite,Mira Sorvino,,,,,Mighty Aphrodite,7.0,39K,Mighty Aphrodite,1995,59,16,Mighty Aphrodite
398,670454751,False,finalized,3,2/10/2015 1:58,"Paris, France",1.0,9-Mar-64,1.0,White,1.0,Na,1.0,Straight,1.0,1997,1.0,Best Supporting Actress,http://www.nndb.com/people/970/000025895/,,,The English Patient,Juliette Binoche,,,,,The English Patient,7.4,184K,The English Patient,1996,87,31,The English Patient
399,670454752,False,finalized,3,2/10/2015 1:51,"Athens, Ga",1.0,8-Dec-53,1.0,White,1.0,Na,1.0,Straight,1.0,1998,1.0,Best Supporting Actress,http://www.nndb.com/people/310/000025235/,,,L.A. Confidential,Kim Basinger,,,,,L.A. Confidential,8.2,552K,L.A. Confidential,1997,None,None,Couldnt pull name
400,670454753,False,finalized,3,2/10/2015 4:14,"York, North Yorkshire, England",1.0,9-Dec-34,1.0,White,1.0,Quaker,1.0,Straight,1.0,1999,1.0,Best Supporting Actress,http://www.nndb.com/people/824/000023755/,,,Shakespeare in Love,Judi Dench,,,,,Shakespeare in Love,7.1,219K,Shakespeare in Love,1998,87,33,Shakespeare in Love
401,670454754,True,golden,87,,"Los Angeles, Ca",0.9593,4-Jun-75,1.0,White,1.0,Buddhist,1.0,Bisexual,1.0,2000,1.0,Best Supporting Actress,http://www.nndb.com/people/493/000023424/,,,"Girl, Interrupted",Angelina Jolie,,Buddhist,Bisexual,2000.0,"Girl, Interrupted",7.3,173K,"Girl, Interrupted",1999,None,None,Couldnt pull name
402,670454755,True,golden,91,,"La Jolla, Ca",1.0,14-Aug-59,1.0,White,1.0,Na,1.0,Straight,1.0,2001,0.9195,Best Supporting Actress,http://www.nndb.com/people/641/000025566/,"La Jolla, Ca",,Pollock,Marcia Gay Harden,,,,,Pollock,7.0,28K,Pollock,2000,77,31,Pollock
403,670454756,False,finalized,3,2/10/2015 2:08,"Catskill Mountains, Ny",1.0,12-Dec-70,1.0,White,1.0,Jewish,1.0,Straight,1.0,2002,1.0,Best Supporting Actress,http://www.nndb.com/people/240/000026162/,,,A Beautiful Mind,Jennifer Connelly,,,,,A Beautiful Mind,8.2,882K,A Beautiful Mind,2001,72,33,A Beautiful Mind
