,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold,Show,Public Average Rating (IMDb),Number Public Votes (IMDb),IMBd title (check for validity),First Air Date,Metascore Pro Rating,Number of Professional Reviewers,Metascore Name (check for validity)
245,670454598,False,finalized,3,2/10/2015 1:59,"Perth, Australia",1.0,4-Apr-79,1.0,White,1.0,Na,1.0,Straight,1.0,2009,1.0,Best Supporting Actor,http://www.nndb.com/people/204/000029117/,,,The Dark Knight,Heath Ledger,,,,,The Dark Knight,9.0,2.4M,The Dark Knight,2008,84,39,The Dark Knight
246,670454599,False,finalized,3,2/10/2015 2:05,Na,1.0,4-Oct-56,1.0,White,1.0,Na,1.0,Straight,1.0,2010,1.0,Best Supporting Actor,http://www.nndb.com/people/455/000213813/,,,Inglourious Basterds,Christoph Waltz,,,,,Inglourious Basterds,8.3,1.3M,Inglourious Basterds,2009,69,36,Inglourious Basterds
247,670454600,False,finalized,3,2/10/2015 1:59,"Haverfordwest, Pembrokeshire, Wales",1.0,30-Jan-74,1.0,White,1.0,Na,1.0,Straight,1.0,2011,1.0,Best Supporting Actor,http://www.nndb.com/people/877/000031784/,,,The Fighter,Christian Bale,,,,,The Fighter,7.8,352K,The Fighter,2010,79,41,The Fighter
248,670454601,False,finalized,3,2/10/2015 1:57,"Toronto, Ontario, Canada",1.0,13-Dec-29,1.0,White,1.0,Na,1.0,Straight,1.0,2012,1.0,Best Supporting Actor,http://www.nndb.com/people/316/000023247/,,,Beginning,Christopher Plummer,,,,,Beginning,7.5,5.6K,Rurouni Kenshin: Final Chapter Part II - The Beginning,2021,81,10,Beginning
249,670454602,False,finalized,3,2/10/2015 2:00,Na,0.6571,4-Oct-56,1.0,White,0.6571,Na,1.0,Straight,0.6571,2013,1.0,Best Supporting Actor,http://www.nndb.com/people/455/000213813/,,,Django Unchained,Christoph Waltz,,,,,Django Unchained,8.4,1.4M,Django Unchained,2012,81,42,Django Unchained
250,670454603,False,finalized,3,2/10/2015 2:08,"Bossier City, La",1.0,26-Dec-71,1.0,White,1.0,Na,1.0,Straight,1.0,2014,1.0,Best Supporting Actor,http://www.nndb.com/people/438/000026360/,,,Dallas Buyers Club,Jared Leto,,,,,Dallas Buyers Club,8.0,461K,Dallas Buyers Club,2013,79,47,Dallas Buyers Club
251,670454604,False,finalized,3,2/10/2015 1:57,"Philadelphia, Pa",1.0,6-Oct-06,1.0,White,1.0,Na,1.0,Straight,1.0,1929,1.0,Best Actress,http://www.nndb.com/people/129/000043000/,,,7th Heaven,Janet Gaynor,,,,,7th Heaven,5.3,25K,7th Heaven,1996–2007,None,None,Couldnt pull name
252,670454605,False,finalized,3,2/10/2015 1:51,"Toronto, Ontario, Canada",1.0,8-Apr-1892,1.0,White,1.0,Na,1.0,Straight,1.0,1930,1.0,Best Actress,http://www.nndb.com/people/683/000042557/,,,Coquette,Mary Pickford,,,,,Coquette,5.7,2.1K,Coquette,1929,None,None,Couldnt pull name
253,670454606,False,finalized,3,2/10/2015 2:03,"Montreal, Quebec, Canada",1.0,10-Aug-02,1.0,White,1.0,Na,1.0,Straight,1.0,1930,1.0,Best Actress,http://www.nndb.com/people/813/000063624/,,,The Divorcee,Norma Shearer,,,,,The Divorcee,6.7,3K,The Divorcee,1930,None,None,Couldnt pull name
254,670454607,False,finalized,3,2/10/2015 2:05,"Cobourg, Ontario, Canada",1.0,2-Nov-1868,1.0,White,1.0,Na,1.0,Straight,1.0,1931,1.0,Best Actress,http://www.nndb.com/people/814/000063625/,,,Min and Bill,Marie Dressler,,,,,Min and Bill,6.8,1.7K,Min and Bill,1930,None,None,Couldnt pull name
255,670454608,False,finalized,3,2/10/2015 1:49,"Washington, Dc",1.0,10-Oct-00,1.0,White,1.0,Na,1.0,Straight,1.0,1932,1.0,Best Actress,http://www.nndb.com/people/908/000031815/,,,The Sin of Madelon Claudet,Helen Hayes,,,,,The Sin of Madelon Claudet,6.7,869,The Sin of Madelon Claudet,1931,None,None,Couldnt pull name
256,670454609,False,finalized,3,2/10/2015 4:06,"Hartford, Ct",1.0,12-May-07,1.0,White,1.0,Atheist,1.0,Bisexual,1.0,1934,1.0,Best Actress,http://www.nndb.com/people/775/000023706/,,,Morning Glory,Katharine Hepburn,,,,,Morning Glory,6.5,77K,Morning Glory,2010,57,38,Morning Glory
257,670454610,False,finalized,3,2/10/2015 1:59,"Paris, France",1.0,13-Sep-03,1.0,White,1.0,Na,1.0,Straight,1.0,1935,1.0,Best Actress,http://www.nndb.com/people/935/000043806/,,,It Happened One Night,Claudette Colbert,,,,,It Happened One Night,8.1,99K,It Happened One Night,1934,87,16,It Happened One Night
258,670454611,False,finalized,3,2/10/2015 2:03,"Lowell, Ma",1.0,5-Apr-08,1.0,White,1.0,Na,1.0,Straight,1.0,1936,1.0,Best Actress,http://www.nndb.com/people/457/000026379/,,,Dangerous,Bette Davis,,,,,Dangerous,7.1,4.1K,Most Dangerous Game,2020– ,None,None,Couldnt pull name
259,670454612,False,finalized,3,2/10/2015 2:11,"Dusseldorf, Germany",1.0,12-Jan-10,1.0,White,1.0,Jewish,1.0,Straight,1.0,1937,1.0,Best Actress,http://www.nndb.com/people/796/000030706/,,,The Great Ziegfeld,Luise Rainer,,,,,The Great Ziegfeld,6.7,7.7K,The Great Ziegfeld,1936,None,None,Couldnt pull name
260,670454613,False,finalized,3,2/10/2015 3:58,"Dusseldorf, Germany",1.0,12-Jan-10,1.0,White,1.0,Jewish,1.0,Straight,1.0,1938,1.0,Best Actress,http://www.nndb.com/people/796/000030706/,,,The Good Earth,Luise Rainer,,,,,The Good Earth,7.5,4.8K,The Good Earth,1937,None,None,Couldnt pull name
261,670454614,False,finalized,3,2/10/2015 1:43,"Lowell, Ma",1.0,5-Apr-08,1.0,White,1.0,Na,1.0,Straight,1.0,1939,1.0,Best Actress,http://www.nndb.com/people/457/000026379/,,,Jezebel,Bette Davis,,,,,Jezebel,7.5,13K,Jezebel,1938,80,8,Jezebel
262,670454615,False,finalized,3,2/10/2015 2:29,"Darjeeling, India",1.0,5-Nov-13,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1940,1.0,Best Actress,http://www.nndb.com/people/470/000022404/,,,Gone with the Wind,Vivien Leigh,,,,,Gone with the Wind,8.1,302K,Gone with the Wind,1939,97,18,Gone with the Wind
263,670454616,True,golden,76,,"Independence, Mo",1.0,16-Jul-11,1.0,White,1.0,Christian Science,0.9597,Straight,1.0,1941,1.0,Best Actress,http://www.nndb.com/people/635/000043506/,,16-Jul-11,Kitty Foyle,Ginger Rogers,White,,,,Kitty Foyle,6.9,3.5K,Kitty Foyle,1940,None,None,Couldnt pull name
264,670454617,False,finalized,3,2/10/2015 4:07,"Tokyo, Japan",1.0,22-Oct-17,1.0,White,1.0,Na,1.0,Straight,1.0,1940,1.0,Best Actress,http://www.nndb.com/people/487/000026409/,,,Suspicion,Joan Fontaine,,,,,Suspicion,5.6,4.6K,Above Suspicion,2019,83,4,Suspicion
265,670454618,False,finalized,3,2/10/2015 1:59,"London, England",1.0,29-Sep-04,1.0,White,1.0,Na,1.0,Straight,1.0,1942,1.0,Best Actress,http://www.nndb.com/people/293/000044161/,,,Mrs. Miniver,Greer Garson,,,,,Mrs. Miniver,7.6,17K,Mrs. Miniver,1942,None,None,Couldnt pull name
266,670454619,False,finalized,3,2/10/2015 2:14,"Tulsa, Ok",1.0,2-Mar-19,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1944,1.0,Best Actress,http://www.nndb.com/people/809/000063620/,,,The Song of Bernadette,Jennifer Jones,,,,,The Song of Bernadette,7.6,6.6K,The Song of Bernadette,1943,None,None,Couldnt pull name
267,670454620,False,finalized,3,2/10/2015 2:04,"Stockholm, Sweden",1.0,29-Aug-15,1.0,White,1.0,Na,1.0,Straight,1.0,1945,1.0,Best Actress,http://www.nndb.com/people/836/000024764/,,,Gaslight,Ingrid Bergman,,,,,Gaslight,7.8,27K,Gaslight,1944,None,None,Couldnt pull name
268,670454621,False,finalized,3,2/10/2015 4:08,"San Antonio, Tx",1.0,23-Mar-05,1.0,White,1.0,Christian Science,1.0,Bisexual,1.0,1946,1.0,Best Actress,http://www.nndb.com/people/837/000031744/,,,Mildred Pierce,Joan Crawford,,,,,Mildred Pierce,7.7,21K,Mildred Pierce,2011,88,16,Mildred Pierce
269,670454622,False,finalized,3,2/10/2015 1:47,"Tokyo, Japan",1.0,1-Jul-16,1.0,White,1.0,Na,1.0,Straight,1.0,1947,1.0,Best Actress,http://www.nndb.com/people/741/000022675/,,,To Each His Own,Olivia de Havilland,,,,,To Each His Own,6.8,5K,To Each His Own Cinema,2007,67,7,To Each His Own
270,670454623,False,finalized,3,2/10/2015 2:00,"Salt Lake City, Ut",1.0,6-Jan-13,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1948,1.0,Best Actress,http://www.nndb.com/people/089/000031993/,,,The Farmer's Daughter,Loretta Young,,,,,The Farmer's Daughter,7.5,257,The Farmer's Daughter,1963–1966,None,None,Couldnt pull name
271,670454624,False,finalized,3,2/10/2015 2:18,"St. Joseph, Mo",1.0,5-Jan-17,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1949,1.0,Best Actress,http://www.nndb.com/people/656/000022590/,,,Johnny Belinda,Jane Wyman,,,,,Johnny Belinda,7.8,4.6K,Johnny Belinda,1948,None,None,Couldnt pull name
272,670454625,False,finalized,3,2/10/2015 2:10,"Tokyo, Japan",1.0,1-Jul-16,1.0,White,1.0,Na,1.0,Straight,1.0,1950,1.0,Best Actress,http://www.nndb.com/people/741/000022675/,,,The Heiress,Olivia de Havilland,,,,,The Heiress,8.2,15K,The Heiress,1949,None,None,Couldnt pull name
273,670454626,False,finalized,3,2/10/2015 2:01,New York City,1.0,21-Jun-21,1.0,White,1.0,Na,1.0,Straight,1.0,1951,1.0,Best Actress,http://www.nndb.com/people/808/000063619/,,,Born Yesterday,Judy Holliday,,,,,Born Yesterday,7.6,11K,Born Yesterday,1950,None,None,Couldnt pull name
274,670454627,False,finalized,3,2/10/2015 1:51,"Darjeeling, India",1.0,5-Nov-13,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1952,1.0,Best Actress,http://www.nndb.com/people/470/000022404/,,,A Streetcar Named Desire,Vivien Leigh,,,,,A Streetcar Named Desire,8.0,104K,A Streetcar Named Desire,1951,97,20,A Streetcar Named Desire
275,670454628,False,finalized,3,2/10/2015 2:00,New York City,1.0,30-Aug-1898,1.0,White,1.0,Na,1.0,Straight,1.0,1953,1.0,Best Actress,http://www.nndb.com/people/807/000063618/,,,"Come Back, Little Sheba",Shirley Booth,,,,,"Come Back, Little Sheba",7.5,4.8K,"Come Back, Little Sheba",1952,None,None,Couldnt pull name
276,670454629,False,finalized,3,2/10/2015 2:00,"Brussels, Belgium",1.0,4-May-29,1.0,White,1.0,Christian Science,1.0,Straight,1.0,1954,1.0,Best Actress,http://www.nndb.com/people/933/000026855/,,,Roman Holiday,Audrey Hepburn,,,,,Roman Holiday,8.0,133K,Roman Holiday,1953,78,8,Roman Holiday
277,670454630,False,finalized,3,2/10/2015 1:52,"Philadelphia, Pa",1.0,12-Nov-29,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1955,1.0,Best Actress,http://www.nndb.com/people/770/000025695/,,,The Country Girl,Grace Kelly,,,,,The Country Girl,7.3,5.8K,The Country Girl,1954,None,None,Couldnt pull name
278,670454631,False,finalized,3,2/10/2015 4:07,"Rome, Italy",1.0,7-Mar-08,1.0,White,1.0,Na,1.0,Straight,1.0,1956,1.0,Best Actress,http://www.nndb.com/people/806/000063617/,,,The Rose Tattoo,Anna Magnani,,,,,The Rose Tattoo,7.0,3.8K,The Rose Tattoo,1955,None,None,Couldnt pull name
279,670454632,False,finalized,3,2/10/2015 4:07,"Stockholm, Sweden",1.0,29-Aug-15,1.0,White,1.0,Na,1.0,Straight,1.0,1957,1.0,Best Actress,http://www.nndb.com/people/836/000024764/,,,Anastasia,Ingrid Bergman,,,,,Anastasia,7.2,117K,Anastasia,1997,61,19,Anastasia
280,670454633,True,golden,75,,"Thomasville, Ga",1.0,27-Feb-30,1.0,White,1.0,Na,1.0,Straight,1.0,1958,1.0,Best Actress,http://www.nndb.com/people/747/000043618/,,27-Feb-30,The Three Faces of Eve,Joanne Woodward,,,Straight,,The Three Faces of Eve,7.2,7.6K,The Three Faces of Eve,1957,None,None,Couldnt pull name
281,670454634,False,finalized,3,2/10/2015 1:59,"Brooklyn, Ny",1.0,30-Jun-18,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1959,1.0,Best Actress,http://www.nndb.com/people/805/000063616/,,,I Want To Live!,Susan Hayward,,,,,I Want To Live!,7.4,6.3K,I Want to Live!,1958,None,None,Couldnt pull name
282,670454635,False,finalized,3,2/10/2015 2:00,"Wiesbaden, Germany",1.0,25-Mar-21,1.0,White,1.0,Na,1.0,Straight,1.0,1960,1.0,Best Actress,http://www.nndb.com/people/804/000063615/,,,Room at the Top,Simone Signoret,,,,,Room at the Top,7.5,5.8K,Room at the Top,1959,84,6,Room at the Top
283,670454636,False,finalized,3,2/10/2015 2:04,"London, England",1.0,27-Feb-32,1.0,White,1.0,Jewish,1.0,Straight,1.0,1961,1.0,Best Actress,http://www.nndb.com/people/624/000023555/,,,Butterfield 8,Elizabeth Taylor,,,,,Butterfield 8,6.4,6.3K,BUtterfield 8,1960,48,9,BUtterfield 8
284,670454637,False,finalized,3,2/10/2015 1:51,"Pozzuoli, Italy",1.0,20-Sep-34,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1962,1.0,Best Actress,http://www.nndb.com/people/811/000023742/,,,Two Women,Sophia Loren,,,,,Two Women,7.8,10K,Two Women,1960,66,6,Two Women
285,670454638,False,finalized,3,2/10/2015 3:50,"Bronx, Ny",1.0,17-Sep-31,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1963,1.0,Best Actress,http://www.nndb.com/people/439/000023370/,,,The Miracle Worker,Anne Bancroft,,,,,The Miracle Worker,7.2,1.6K,The Miracle Worker,TV-PG,83,7,The Miracle Worker
286,670454639,False,finalized,3,2/10/2015 2:04,"Packard, Ky",1.0,20-Jan-26,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1964,1.0,Best Actress,http://www.nndb.com/people/226/000042100/,,,Hud,Patricia Neal,,,,,Hud,7.8,21K,Hud,1963,62,8,Hud
287,670454640,False,finalized,3,2/10/2015 3:45,"Walton-on-Thames, Surrey, England",1.0,1-Oct-35,1.0,White,1.0,Na,1.0,Straight,1.0,1965,1.0,Best Actress,http://www.nndb.com/people/874/000023805/,,,Mary Poppins,Julie Andrews,,,,,Mary Poppins,7.8,164K,Mary Poppins,1964,88,13,Mary Poppins
288,670454641,False,finalized,3,2/10/2015 1:59,"Chabua, Assam, India",1.0,14-Apr-41,1.0,White,1.0,Na,1.0,Straight,1.0,1966,1.0,Best Actress,http://www.nndb.com/people/801/000063612/,,,Darling,Julie Christie,,,,,Darling,Not in IMDb,Not in IMDb,Don't Worry Darling,2022,60,9,Darling
289,670454642,True,golden,86,,"London, England",1.0,27-Feb-32,1.0,White,1.0,Jewish,1.0,Straight,1.0,1967,1.0,Best Actress,http://www.nndb.com/people/624/000023555/,"London, England",,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,,,,1967.0,Who's Afraid of Virginia Woolf?,8.0,73K,Who's Afraid of Virginia Woolf?,1966,None,None,Couldnt pull name
290,670454643,False,finalized,3,2/10/2015 1:59,"Hartford, Ct",1.0,12-May-07,1.0,White,1.0,Atheist,1.0,Bisexual,1.0,1968,1.0,Best Actress,http://www.nndb.com/people/775/000023706/,,,Guess Who's Coming to Dinner,Katharine Hepburn,,,,,Guess Who's Coming to Dinner,7.8,42K,Guess Who's Coming to Dinner,1967,None,None,Couldnt pull name
291,670454644,False,finalized,3,2/10/2015 2:05,"Brooklyn, Ny",1.0,24-Apr-42,1.0,White,1.0,Jewish,1.0,Straight,1.0,1969,0.6897,Best Actress,http://www.nndb.com/people/526/000022460/,,,Funny Girl,Barbra Streisand,,,,,Funny Girl,7.4,21K,Funny Girl,1968,89,15,Funny Girl
292,670454645,False,finalized,3,2/10/2015 2:03,"Hartford, Ct",1.0,12-May-07,1.0,White,1.0,Atheist,1.0,Bisexual,1.0,1969,1.0,Best Actress,http://www.nndb.com/people/775/000023706/,,,The Lion in Winter,Katharine Hepburn,,,,,The Lion in Winter,7.9,30K,The Lion in Winter,1968,None,None,Couldnt pull name
293,670454646,True,golden,89,,"Ilford, Essex, England",1.0,28-Dec-34,1.0,White,1.0,Na,1.0,Straight,1.0,1970,1.0,Best Actress,http://www.nndb.com/people/260/000030170/,"Ilford, Essex, England",,The Prime of Miss Jean Brodie,Maggie Smith,,,,,The Prime of Miss Jean Brodie,7.6,8.9K,The Prime of Miss Jean Brodie,1969,None,None,Couldnt pull name
294,670454647,False,finalized,3,2/10/2015 2:06,"Birkenhead, Cheshire, England",1.0,9-May-36,1.0,White,1.0,Na,1.0,Straight,1.0,1971,1.0,Best Actress,http://www.nndb.com/people/799/000063610/,,,Women in Love,Glenda Jackson,,,,,Women in Love,7.2,7.4K,Women in Love,1969,None,None,Couldnt pull name
295,670454648,False,finalized,3,2/10/2015 2:05,New York City,1.0,21-Dec-37,1.0,White,1.0,Born-Again Christian,1.0,Straight,1.0,1972,1.0,Best Actress,http://www.nndb.com/people/637/000022571/,,,Klute,Jane Fonda,,,,,Klute,7.1,24K,Klute,1971,81,15,Klute
296,670454649,False,finalized,3,2/10/2015 1:49,"Los Angeles, Ca",1.0,12-Mar-46,1.0,White,1.0,Na,1.0,Na,1.0,1973,1.0,Best Actress,http://www.nndb.com/people/724/000024652/,,,Cabaret,Liza Minnelli,,,,,Cabaret,7.8,52K,Cabaret,1972,80,8,Cabaret
297,670454650,False,finalized,3,2/10/2015 2:05,"Birkenhead, Cheshire, England",1.0,9-May-36,1.0,White,1.0,Na,1.0,Straight,1.0,1974,1.0,Best Actress,http://www.nndb.com/people/799/000063610/,,,A Touch of Class,Glenda Jackson,,,,,A Touch of Class,6.5,3K,A Touch of Class,1973,None,None,Couldnt pull name
298,670454651,False,finalized,3,2/10/2015 2:04,"Detroit, Mi",1.0,7-Dec-32,1.0,White,1.0,Sufism,0.3333,Straight,1.0,1975,1.0,Best Actress,http://www.nndb.com/people/650/000023581/,,,Alice Doesn't Live Here Anymore,Ellen Burstyn,,,,,Alice Doesn't Live Here Anymore,7.3,23K,Alice Doesn't Live Here Anymore,1974,None,None,Couldnt pull name
299,670454652,False,finalized,3,2/10/2015 1:59,"Birmingham, Al",1.0,22-Jul-34,1.0,White,1.0,Na,1.0,Straight,1.0,1976,1.0,Best Actress,http://www.nndb.com/people/798/000063609/,,,One Flew Over the Cuckoo's Nest,Louise Fletcher,,,,,One Flew Over the Cuckoo's Nest,8.7,954K,One Flew Over the Cuckoo's Nest,1975,None,None,Couldnt pull name
300,670454653,True,golden,91,,"Bascom, Fl",1.0,14-Jan-41,1.0,White,1.0,Roman Catholic,1.0,Straight,0.9599,1977,1.0,Best Actress,http://www.nndb.com/people/884/000022818/,"Bascom, Fl",,Network,Faye Dunaway,,,,1977.0,Network,7.7,655K,The Social Network,2010,83,16,Network
301,670454654,False,finalized,3,2/10/2015 3:50,"Los Angeles, Ca",1.0,5-Jan-46,1.0,White,1.0,Atheist,1.0,Straight,1.0,1978,1.0,Best Actress,http://www.nndb.com/people/879/000022813/,,,Annie Hall,Diane Keaton,,,,,Annie Hall,8.0,258K,Annie Hall,1977,92,20,Annie Hall
302,670454655,False,finalized,3,2/10/2015 2:05,New York City,1.0,21-Dec-37,1.0,White,1.0,Born-Again Christian,1.0,Straight,1.0,1979,1.0,Best Actress,http://www.nndb.com/people/637/000022571/,,,Coming Home,Jane Fonda,,,,,Coming Home,6.0,520,Coming Home in the Dark,2021,81,21,Coming Home
303,670454656,False,finalized,3,2/10/2015 1:55,"Pasadena, Ca",1.0,6-Nov-46,1.0,White,1.0,Na,1.0,Straight,1.0,1980,1.0,Best Actress,http://www.nndb.com/people/897/000022831/,,,Norma Rae,Sally Field,,,,,Norma Rae,7.3,11K,Norma Rae,1979,61,10,Norma Rae
304,670454657,False,finalized,3,2/10/2015 2:41,"Quitman, Tx",1.0,25-Dec-49,1.0,White,1.0,Na,0.6897,Straight,1.0,1981,1.0,Best Actress,http://www.nndb.com/people/758/000023689/,,,Coal Miner's Daughter,Sissy Spacek,,,,,Coal Miner's Daughter,7.5,18K,Coal Miner's Daughter,1980,None,None,Couldnt pull name
305,670454658,False,finalized,3,2/10/2015 2:04,"Hartford, Ct",1.0,12-May-07,1.0,White,1.0,Atheist,1.0,Bisexual,1.0,1982,1.0,Best Actress,http://www.nndb.com/people/775/000023706/,,,On Golden Pond,Katharine Hepburn,,,,,On Golden Pond,7.6,29K,On Golden Pond,1981,68,14,On Golden Pond
306,670454659,False,finalized,3,2/10/2015 1:59,"Summit, Nj",1.0,22-Jun-49,1.0,White,1.0,Na,1.0,Straight,1.0,1983,1.0,Best Actress,http://www.nndb.com/people/001/000024926/,,,Sophie's Choice,Meryl Streep,,,,,Sophie's Choice,7.6,46K,Sophie's Choice,1982,None,None,Couldnt pull name
307,670454660,False,finalized,3,2/10/2015 1:56,"Richmond, Va",1.0,24-Apr-34,1.0,White,1.0,Baptist,1.0,Straight,1.0,1984,1.0,Best Actress,http://www.nndb.com/people/799/000023730/,,,Terms of Endearment,Shirley MacLaine,,,,,Terms of Endearment,7.4,58K,Terms of Endearment,1983,79,10,Terms of Endearment
308,670454661,False,finalized,3,2/10/2015 2:04,"Pasadena, Ca",1.0,6-Nov-46,0.6667,White,1.0,Na,1.0,Straight,1.0,1985,1.0,Best Actress,http://www.nndb.com/people/897/000022831/,,,Places in the Heart,Sally Field,,,,,Places in the Heart,7.4,11K,Places in the Heart,1984,70,12,Places in the Heart
309,670454662,False,finalized,3,2/10/2015 2:02,"Kirksville, Mo",1.0,22-Nov-24,1.0,White,1.0,Na,1.0,Straight,1.0,1986,1.0,Best Actress,http://www.nndb.com/people/780/000043651/,,,The Trip to Bountiful,Geraldine Page,,,,,The Trip to Bountiful,7.5,4.5K,The Trip to Bountiful,1985,81,10,The Trip to Bountiful
310,670454663,False,finalized,3,2/10/2015 2:05,"Morton Grove, Il",1.0,24-Aug-65,1.0,White,1.0,Jewish,1.0,Straight,1.0,1987,1.0,Best Actress,http://www.nndb.com/people/870/000023801/,,,Children of a Lesser God,Marlee Matlin,,,,,Children of a Lesser God,7.2,16K,Children of a Lesser God,1986,80,13,Children of a Lesser God
311,670454664,False,finalized,3,2/10/2015 2:18,"El Centro, Ca",1.0,20-May-46,1.0,White,1.0,Na,1.0,Bisexual,1.0,1988,1.0,Best Actress,http://www.nndb.com/people/688/000022622/,,,Moonstruck,Cher,,,,,Moonstruck,7.1,55K,Moonstruck,1987,83,17,Moonstruck
312,670454665,False,finalized,3,2/10/2015 3:57,"Los Angeles, Ca",1.0,19-Nov-62,1.0,White,1.0,Atheist,1.0,Lesbian,1.0,1989,1.0,Best Actress,http://www.nndb.com/people/756/000023687/,,,The Accused,Jodie Foster,,,,,The Accused,7.2,34K,The Accused,1988,65,12,The Accused
313,670454666,False,finalized,3,2/10/2015 1:59,"London, England",1.0,7-Jun-09,1.0,White,1.0,Na,1.0,Straight,1.0,1990,1.0,Best Actress,http://www.nndb.com/people/017/000023945/,,,Driving Miss Daisy,Jessica Tandy,,,,,Driving Miss Daisy,7.4,105K,Driving Miss Daisy,1989,81,17,Driving Miss Daisy
314,670454667,False,finalized,3,2/10/2015 4:08,"Memphis, Tn",1.0,28-Jun-48,1.0,White,1.0,Na,1.0,Straight,1.0,1991,1.0,Best Actress,http://www.nndb.com/people/907/000024835/,,,Misery,Kathy Bates,,,,,Misery,7.8,195K,Misery,1990,75,23,Misery
315,670454668,False,finalized,3,2/10/2015 1:59,"Los Angeles, Ca",1.0,19-Nov-62,1.0,White,1.0,Atheist,1.0,Lesbian,1.0,1992,1.0,Best Actress,http://www.nndb.com/people/756/000023687/,,,The Silence of the Lambs,Jodie Foster,,,,,The Silence of the Lambs,8.6,1.3M,The Silence of the Lambs,1991,85,20,The Silence of the Lambs
316,670454669,False,finalized,3,2/10/2015 1:51,"London, England",1.0,15-Apr-59,1.0,White,1.0,Na,1.0,Straight,1.0,1993,1.0,Best Actress,http://www.nndb.com/people/627/000025552/,,,Howards End,Emma Thompson,,,,,Howards End,7.4,31K,Howards End,1992,88,11,Howards End
317,670454670,False,finalized,3,2/10/2015 2:03,"Conyers, Ga",1.0,20-Mar-58,1.0,White,1.0,Na,1.0,Straight,1.0,1994,1.0,Best Actress,http://www.nndb.com/people/566/000023497/,,,The Piano,Holly Hunter,,,,,The Piano,7.6,82K,The Piano,1993,89,20,The Piano
318,670454671,False,finalized,3,2/10/2015 2:05,"Cloquet, Mn",1.0,20-Apr-49,1.0,White,1.0,Na,1.0,Straight,1.0,1995,1.0,Best Actress,http://www.nndb.com/people/004/000022935/,,,Blue Sky,Jessica Lange,,,,,Blue Sky,6.4,7.3K,Blue Sky,1994,None,None,Couldnt pull name
319,670454672,False,finalized,3,2/10/2015 1:59,"Queens, Ny",1.0,4-Oct-46,1.0,White,1.0,Roman Catholic,1.0,Straight,1.0,1996,1.0,Best Actress,http://www.nndb.com/people/762/000024690/,,,Dead Man Walking,Susan Sarandon,,,,,Dead Man Walking,7.5,92K,Dead Man Walking,1995,80,26,Dead Man Walking
320,670454673,False,finalized,3,2/10/2015 2:16,"Chicago, Il",1.0,23-Jun-57,1.0,White,1.0,Disciples of Christ,1.0,Straight,1.0,1997,1.0,Best Actress,http://www.nndb.com/people/517/000025442/,,,Fargo,Frances McDormand,,,,,Fargo,8.9,346K,Fargo,2014– ,85,25,Fargo
321,670454674,False,finalized,3,2/10/2015 3:55,"Culver City, Ca",1.0,15-Jun-63,1.0,White,1.0,Na,1.0,Straight,1.0,1998,1.0,Best Actress,http://www.nndb.com/people/554/000023485/,,,As Good As It Gets,Helen Hunt,,,,,As Good As It Gets,7.7,287K,As Good as It Gets,1997,67,30,As Good as It Gets
322,670454675,True,golden,91,,"Los Angeles, Ca",1.0,27-Sep-72,1.0,White,1.0,Jewish,1.0,Straight,1.0,1999,1.0,Best Actress,http://www.nndb.com/people/592/000023523/,"Los Angeles, Ca",,Shakespeare in Love,Gwyneth Paltrow,,,,,Shakespeare in Love,Not in IMBd,Not in IMBd,Not in IMBd,Not in IMBd,87,33,Shakespeare in Love
323,670454676,False,finalized,3,2/10/2015 1:53,"Lincoln, Ne",1.0,30-Jul-74,1.0,White,1.0,Na,1.0,Straight,1.0,2000,1.0,Best Actress,http://www.nndb.com/people/333/000026255/,,,Boys Don't Cry,Hilary Swank,,,,,Boys Don't Cry,7.5,95K,Boys Don't Cry,1999,None,None,Couldnt pull name
324,670454677,False,finalized,3,2/10/2015 2:00,"Smyrna, Ga",1.0,28-Oct-67,1.0,White,1.0,Hindu,1.0,Straight,1.0,2001,1.0,Best Actress,http://www.nndb.com/people/592/000022526/,,,Erin Brockovich,Julia Roberts,,,,,Erin Brockovich,7.4,186K,Erin Brockovich,2000,73,36,Erin Brockovich
